h3,pop,kab
869500c1fffffff,1163.0,397
869500c47ffffff,16163.0,397
869500c4fffffff,41040.0,382
869500c5fffffff,13690.0,397
869500c67ffffff,7082.0,397
869500c6fffffff,46618.0,397
869500cc7ffffff,3264.0,397
869500ccfffffff,2.0,397
869500ce7ffffff,646.0,397
869500cefffffff,285.0,397
869500cf7ffffff,1075.0,397
869500d77ffffff,1.0,385
869501197ffffff,1.0,380
8695011b7ffffff,1.0,380
869501407ffffff,2.0,380
86950140fffffff,337.0,380
869501427ffffff,129.0,380
86950142fffffff,809.0,380
869501457ffffff,1.0,380
869501477ffffff,2480.0,380
8695014c7ffffff,432.0,384
8695014d7ffffff,1421.0,384
8695014dfffffff,2852.0,384
8695014e7ffffff,29.0,384
869501507ffffff,10303.0,380
86950150fffffff,8949.0,380
869501517ffffff,151.0,380
869501527ffffff,11198.0,380
86950152fffffff,7855.0,380
869501537ffffff,14696.0,380
869501547ffffff,8413.0,380
869501557ffffff,2497.0,380
86950155fffffff,3274.0,380
869501567ffffff,8854.0,380
869501577ffffff,9573.0,380
86950181fffffff,2.0,395
869501827ffffff,2.0,379
86950182fffffff,3.0,379
869501857ffffff,5.0,395
869501877ffffff,3.0,395
869501887ffffff,667.0,395
869501897ffffff,652.0,395
86950189fffffff,5.0,395
8695018a7ffffff,405.0,395
8695018b7ffffff,12.0,395
8695018c7ffffff,3.0,395
8695018dfffffff,1.0,395
8695018e7ffffff,1.0,395
8695018efffffff,1.0,395
869501907ffffff,584.0,379
86950190fffffff,1.0,379
869501917ffffff,169.0,379
869501927ffffff,7095.0,379
869501937ffffff,10309.0,379
869501957ffffff,3.0,379
86950195fffffff,1.0,379
869501977ffffff,2.0,379
869501987ffffff,2.0,379
86950198fffffff,3.0,395
869501997ffffff,2090.0,379
86950199fffffff,93.0,395
8695019a7ffffff,1314.0,379
8695019afffffff,1.0,379
8695019b7ffffff,5642.0,379
869501c07ffffff,10803.0,395
869501c0fffffff,8454.0,395
869501c17ffffff,9811.0,395
869501c1fffffff,10360.0,380
869501c27ffffff,12498.0,395
869501c2fffffff,10763.0,395
869501c37ffffff,14563.0,395
869501c47ffffff,1.0,395
869501c57ffffff,592.0,380
869501c67ffffff,1.0,395
869501c77ffffff,1471.0,395
869501c87ffffff,14148.0,380
869501c8fffffff,10135.0,380
869501c97ffffff,8238.0,380
869501c9fffffff,14345.0,380
869501ca7ffffff,11694.0,380
869501cafffffff,12041.0,380
869501cb7ffffff,17431.0,380
869501cc7ffffff,12021.0,380
869501ccfffffff,10442.0,380
869501cd7ffffff,7846.0,380
869501cdfffffff,15713.0,380
869501ce7ffffff,16585.0,380
869501cefffffff,9917.0,380
869501cf7ffffff,14264.0,380
869501d07ffffff,9007.0,395
869501d0fffffff,10194.0,395
869501d17ffffff,9922.0,395
869501d1fffffff,12429.0,395
869501d27ffffff,8729.0,395
869501d2fffffff,12142.0,395
869501d37ffffff,5904.0,395
869501d47ffffff,9019.0,379
869501d4fffffff,1.0,395
869501d57ffffff,18118.0,395
869501d67ffffff,14275.0,379
869501d6fffffff,2.0,379
869501d77ffffff,26649.0,395
869501d87ffffff,5796.0,395
869501d8fffffff,12392.0,395
869501d97ffffff,15105.0,395
869501d9fffffff,21875.0,380
869501da7ffffff,6939.0,395
869501dafffffff,9474.0,395
869501db7ffffff,8698.0,395
8695024e7ffffff,2591.0,392
8695029b7ffffff,1787.0,392
869503047ffffff,5.0,384
86950304fffffff,2020.0,384
86950305fffffff,2783.0,384
869503067ffffff,2.0,384
86950306fffffff,3396.0,384
8695030cfffffff,185.0,384
86950314fffffff,121.0,384
86950316fffffff,331.0,384
869503317ffffff,1.0,384
869503337ffffff,856.0,384
869503397ffffff,648.0,384
8695033a7ffffff,194.0,384
8695033b7ffffff,373.0,384
869503627ffffff,993.0,384
86950370fffffff,8.0,384
869503757ffffff,1220.0,384
869503777ffffff,585.0,384
8695038afffffff,1.0,384
869503a07ffffff,4226.0,384
869503a17ffffff,4821.0,384
869503a1fffffff,801.0,384
869503a27ffffff,5615.0,384
869503a2fffffff,433.0,384
869503a37ffffff,6109.0,384
869503a87ffffff,2854.0,384
869503a8fffffff,27.0,384
869503a97ffffff,3844.0,384
869503a9fffffff,1232.0,384
869503aa7ffffff,24090.0,384
869503aafffffff,1322.0,384
869503ab7ffffff,7451.0,384
869503b07ffffff,3725.0,384
869503b0fffffff,5711.0,384
869503b1fffffff,5043.0,384
869503b27ffffff,66.0,384
869503b2fffffff,1298.0,384
869503b57ffffff,45.0,384
869503b67ffffff,1.0,384
869503b77ffffff,2828.0,384
869503b8fffffff,4695.0,384
869503b9fffffff,584.0,384
869503bafffffff,1289.0,384
86950401fffffff,14.0,392
8695040c7ffffff,2.0,392
8695040cfffffff,3.0,392
8695040efffffff,902.0,392
8695040f7ffffff,109.0,392
869504207ffffff,135.0,392
86950420fffffff,58.0,392
869504217ffffff,1.0,392
869504237ffffff,23.0,392
869504247ffffff,459.0,392
86950424fffffff,2111.0,392
869504257ffffff,528.0,392
86950425fffffff,733.0,392
86950426fffffff,23.0,392
869504287ffffff,1.0,392
86950428fffffff,30.0,392
86950429fffffff,136.0,392
8695042a7ffffff,29.0,392
8695042c7ffffff,209.0,392
8695042cfffffff,6.0,392
8695042d7ffffff,259.0,392
8695042efffffff,894.0,392
8695042f7ffffff,198.0,392
869504307ffffff,1.0,392
869504317ffffff,1.0,392
8695043a7ffffff,4.0,392
8695043b7ffffff,12.0,392
86950460fffffff,263.0,385
86950462fffffff,17.0,392
869504647ffffff,180.0,385
8695046dfffffff,1.0,385
869505007ffffff,13175.0,396
86950500fffffff,6212.0,396
869505017ffffff,5110.0,396
86950501fffffff,7822.0,396
869505027ffffff,13722.0,396
86950502fffffff,5871.0,396
869505037ffffff,7646.0,396
869505047ffffff,5288.0,379
86950504fffffff,6199.0,379
869505057ffffff,4671.0,379
86950505fffffff,3704.0,379
869505067ffffff,6410.0,396
86950506fffffff,6242.0,379
869505077ffffff,6302.0,396
869505087ffffff,757.0,379
86950508fffffff,5489.0,379
869505097ffffff,4084.0,379
86950509fffffff,5794.0,379
8695050a7ffffff,2100.0,379
8695050afffffff,5599.0,379
8695050b7ffffff,927.0,379
8695050c7ffffff,7438.0,379
8695050cfffffff,779.0,379
8695050d7ffffff,8927.0,379
8695050dfffffff,2313.0,379
8695050e7ffffff,3908.0,379
8695050efffffff,4341.0,379
8695050f7ffffff,8743.0,379
869505107ffffff,7872.0,396
86950510fffffff,22697.0,396
869505117ffffff,700.0,396
86950511fffffff,3486.0,396
869505127ffffff,1592.0,396
86950512fffffff,10847.0,396
869505137ffffff,1298.0,396
869505147ffffff,13847.0,396
86950514fffffff,4638.0,396
869505157ffffff,12429.0,396
86950515fffffff,6568.0,396
869505167ffffff,8923.0,396
86950516fffffff,5751.0,396
869505177ffffff,9552.0,396
869505187ffffff,1594.0,396
86950518fffffff,8355.0,396
869505197ffffff,2561.0,378
86950519fffffff,3433.0,379
8695051a7ffffff,330.0,396
8695051afffffff,3047.0,396
8695051b7ffffff,4588.0,378
869505207ffffff,42454.0,379
86950520fffffff,8747.0,379
869505217ffffff,13087.0,379
86950521fffffff,11334.0,379
869505227ffffff,13190.0,379
86950522fffffff,9607.0,379
869505237ffffff,28411.0,379
869505247ffffff,2.0,379
86950525fffffff,2.0,379
869505287ffffff,10133.0,379
86950528fffffff,2596.0,379
869505297ffffff,7625.0,379
86950529fffffff,7582.0,379
8695052a7ffffff,8366.0,379
8695052afffffff,7503.0,379
8695052b7ffffff,2769.0,379
8695052c7ffffff,2519.0,379
8695052d7ffffff,1159.0,379
8695052e7ffffff,2629.0,379
8695052efffffff,1.0,379
8695052f7ffffff,12540.0,379
869505307ffffff,6737.0,379
86950530fffffff,8821.0,379
869505317ffffff,3782.0,379
86950531fffffff,9772.0,379
869505327ffffff,4969.0,379
86950532fffffff,8308.0,379
869505337ffffff,4576.0,379
869505347ffffff,2.0,379
869505357ffffff,7462.0,379
86950535fffffff,374.0,379
869505367ffffff,4185.0,379
869505377ffffff,6872.0,379
869505387ffffff,4007.0,379
86950538fffffff,10352.0,379
869505397ffffff,2909.0,379
86950539fffffff,4746.0,379
8695053a7ffffff,11222.0,379
8695053afffffff,8177.0,379
8695053b7ffffff,2686.0,379
869505407ffffff,1830.0,378
86950540fffffff,3608.0,379
869505417ffffff,4586.0,392
86950541fffffff,4756.0,392
869505427ffffff,1082.0,392
86950542fffffff,2329.0,378
869505437ffffff,15548.0,392
869505447ffffff,10.0,391
86950544fffffff,2017.0,391
869505457ffffff,1819.0,391
86950545fffffff,3827.0,391
869505467ffffff,2993.0,379
86950546fffffff,3614.0,379
869505477ffffff,1382.0,378
869505487ffffff,6464.0,391
86950548fffffff,6270.0,392
869505497ffffff,15639.0,391
86950549fffffff,7211.0,391
8695054a7ffffff,13483.0,392
8695054afffffff,2068.0,392
8695054b7ffffff,17025.0,391
8695054c7ffffff,2103.0,392
8695054cfffffff,6800.0,391
8695054d7ffffff,1863.0,391
8695054dfffffff,6054.0,391
8695054e7ffffff,5303.0,392
8695054efffffff,2908.0,391
8695054f7ffffff,797.0,392
869505507ffffff,19298.0,392
86950550fffffff,2422.0,392
869505517ffffff,24029.0,392
86950551fffffff,15710.0,392
869505527ffffff,11677.0,392
86950552fffffff,6575.0,378
869505537ffffff,9500.0,392
869505547ffffff,1506.0,378
86950554fffffff,1420.0,379
869505557ffffff,1396.0,378
86950555fffffff,615.0,378
869505567ffffff,3110.0,378
86950556fffffff,2623.0,378
869505577ffffff,1938.0,378
869505587ffffff,39967.0,392
86950558fffffff,16748.0,392
869505597ffffff,19247.0,392
86950559fffffff,37773.0,392
8695055a7ffffff,18962.0,392
8695055afffffff,27828.0,392
8695055b7ffffff,15848.0,392
869505607ffffff,7992.0,379
86950560fffffff,2574.0,379
869505617ffffff,10783.0,379
86950561fffffff,10966.0,379
869505627ffffff,6641.0,379
86950562fffffff,891.0,379
869505637ffffff,6749.0,379
869505647ffffff,1859.0,379
86950564fffffff,4251.0,379
869505657ffffff,478.0,379
86950565fffffff,5074.0,379
869505667ffffff,2647.0,379
86950566fffffff,3939.0,379
869505677ffffff,484.0,379
869505687ffffff,2299.0,379
86950568fffffff,7696.0,379
869505697ffffff,2399.0,379
86950569fffffff,4622.0,379
8695056a7ffffff,4591.0,379
8695056afffffff,12886.0,379
8695056b7ffffff,468.0,379
8695056c7ffffff,4607.0,379
8695056cfffffff,8716.0,379
8695056d7ffffff,14540.0,379
8695056dfffffff,9857.0,379
8695056e7ffffff,5000.0,379
8695056efffffff,1526.0,379
8695056f7ffffff,15755.0,379
869505707ffffff,9484.0,379
86950570fffffff,7028.0,379
869505717ffffff,4507.0,391
86950571fffffff,5942.0,379
869505727ffffff,9918.0,379
86950572fffffff,8768.0,379
869505737ffffff,5137.0,379
869505747ffffff,1451.0,379
86950574fffffff,1996.0,379
869505757ffffff,648.0,379
86950575fffffff,339.0,379
869505767ffffff,156.0,379
86950576fffffff,3102.0,379
869505777ffffff,1090.0,379
869505787ffffff,2000.0,379
86950578fffffff,2143.0,379
869505797ffffff,1297.0,379
86950579fffffff,598.0,379
8695057a7ffffff,3595.0,391
8695057afffffff,1463.0,379
8695057b7ffffff,2264.0,391
869505807ffffff,1858.0,394
86950580fffffff,8245.0,394
869505817ffffff,636.0,394
86950581fffffff,2923.0,396
869505827ffffff,4696.0,394
86950582fffffff,9094.0,394
869505837ffffff,189.0,394
869505847ffffff,1837.0,400
86950584fffffff,6802.0,400
869505857ffffff,401.0,400
86950585fffffff,28.0,400
869505867ffffff,14533.0,400
86950586fffffff,5925.0,400
869505877ffffff,4084.0,394
869505887ffffff,402.0,396
86950588fffffff,1127.0,396
869505897ffffff,891.0,378
86950589fffffff,309.0,396
8695058a7ffffff,62.0,378
8695058afffffff,694.0,396
8695058b7ffffff,1041.0,378
8695058c7ffffff,6123.0,396
8695058cfffffff,7521.0,400
8695058d7ffffff,7282.0,396
8695058dfffffff,7494.0,396
8695058e7ffffff,10125.0,396
8695058efffffff,1076.0,400
8695058f7ffffff,2346.0,396
869505907ffffff,4320.0,394
86950590fffffff,6656.0,394
869505917ffffff,60768.0,387
86950591fffffff,623.0,394
869505927ffffff,4523.0,393
86950592fffffff,27471.0,394
869505937ffffff,7628.0,393
869505947ffffff,5085.0,394
86950594fffffff,9463.0,394
869505957ffffff,20102.0,394
86950595fffffff,6.0,394
869505967ffffff,13571.0,394
86950596fffffff,6658.0,394
869505977ffffff,27645.0,394
869505987ffffff,105.0,378
86950598fffffff,61.0,378
869505997ffffff,3534.0,378
86950599fffffff,1174.0,378
8695059a7ffffff,64464.0,387
8695059afffffff,3741.0,387
8695059b7ffffff,4975.0,378
869505a07ffffff,5232.0,400
869505a0fffffff,5556.0,400
869505a17ffffff,8291.0,400
869505a1fffffff,6254.0,400
869505a27ffffff,4226.0,400
869505a2fffffff,5560.0,400
869505a37ffffff,7770.0,400
869505a47ffffff,1874.0,400
869505a4fffffff,20.0,400
869505a57ffffff,7056.0,400
869505a5fffffff,4449.0,400
869505a67ffffff,4904.0,400
869505a77ffffff,5924.0,400
869505a87ffffff,6350.0,379
869505a8fffffff,6657.0,379
869505a97ffffff,2434.0,379
869505a9fffffff,7168.0,379
869505aa7ffffff,7015.0,379
869505aafffffff,7719.0,379
869505ab7ffffff,5145.0,379
869505ac7ffffff,6646.0,379
869505acfffffff,4144.0,379
869505ad7ffffff,6976.0,379
869505adfffffff,9098.0,379
869505ae7ffffff,4428.0,400
869505aefffffff,3732.0,400
869505af7ffffff,7901.0,379
869505b07ffffff,4209.0,400
869505b0fffffff,7664.0,400
869505b17ffffff,7939.0,400
869505b1fffffff,5558.0,400
869505b27ffffff,5894.0,400
869505b2fffffff,4037.0,400
869505b37ffffff,8210.0,400
869505b47ffffff,4337.0,400
869505b4fffffff,6621.0,400
869505b57ffffff,5600.0,400
869505b5fffffff,4642.0,400
869505b67ffffff,4756.0,400
869505b6fffffff,6343.0,400
869505b77ffffff,8416.0,400
869505b87ffffff,13753.0,400
869505b8fffffff,8904.0,400
869505b97ffffff,11455.0,400
869505b9fffffff,5295.0,400
869505ba7ffffff,35968.0,400
869505bafffffff,9385.0,400
869505bb7ffffff,5744.0,400
869505c0fffffff,21420.0,378
869505c1fffffff,1583.0,378
869505c2fffffff,88.0,378
869505c37ffffff,1.0,378
869505c47ffffff,3257.0,378
869505c4fffffff,60.0,396
869505c57ffffff,5454.0,378
869505c5fffffff,4263.0,378
869505c67ffffff,3572.0,378
869505c6fffffff,782.0,378
869505c77ffffff,9606.0,378
869505c8fffffff,710.0,378
869505cafffffff,192.0,378
869505cb7ffffff,1.0,378
869505cc7ffffff,9147.0,378
869505ccfffffff,9223.0,378
869505cd7ffffff,10922.0,378
869505cdfffffff,4183.0,378
869505ce7ffffff,11262.0,378
869505cefffffff,984.0,378
869505cf7ffffff,16021.0,378
869505d47ffffff,7986.0,378
869505d4fffffff,6598.0,378
869505d57ffffff,1.0,378
869505d5fffffff,10016.0,378
869505d67ffffff,2.0,378
869505d6fffffff,15183.0,378
8695082a7ffffff,1571.0,416
869508387ffffff,1.0,416
86950838fffffff,1214.0,416
86950839fffffff,1351.0,416
869508847ffffff,1.0,416
86950884fffffff,3509.0,416
8695088efffffff,1.0,416
869508a27ffffff,5754.0,416
869508a2fffffff,947.0,416
869508a47ffffff,9.0,416
869508a67ffffff,7279.0,416
869508a77ffffff,10.0,416
869508b07ffffff,3000.0,416
869508b0fffffff,8606.0,416
869508b17ffffff,12082.0,416
869508b1fffffff,894.0,416
869508b27ffffff,919.0,416
869508b2fffffff,8028.0,416
869508b37ffffff,19.0,416
869508b47ffffff,4675.0,416
869508b4fffffff,2064.0,416
869508b57ffffff,3471.0,416
869508b5fffffff,3666.0,416
869508b67ffffff,1224.0,416
869508b6fffffff,3668.0,416
869508b77ffffff,11.0,416
869508ba7ffffff,5929.0,416
869509247ffffff,2421.0,430
86950924fffffff,565.0,430
86950925fffffff,1068.0,430
869509267ffffff,2712.0,430
86950926fffffff,1165.0,430
869509277ffffff,452.0,430
869509307ffffff,2.0,430
86950930fffffff,14.0,430
869509317ffffff,4.0,430
86950931fffffff,4.0,430
869509327ffffff,11.0,430
86950932fffffff,9.0,430
869509347ffffff,11.0,430
86950934fffffff,142.0,430
869509357ffffff,1.0,430
86950935fffffff,814.0,430
869509367ffffff,8866.0,430
86950936fffffff,1656.0,430
869509377ffffff,9.0,430
86950982fffffff,2.0,430
869509857ffffff,1.0,430
86950985fffffff,4.0,430
869509927ffffff,1689.0,415
869509937ffffff,1802.0,415
869509a0fffffff,3.0,430
869509a27ffffff,1.0,430
869509a2fffffff,6054.0,430
869509a47ffffff,895.0,430
869509a57ffffff,3.0,430
869509a67ffffff,4.0,430
869509a77ffffff,2325.0,430
869509a8fffffff,2.0,430
869509acfffffff,4228.0,430
869509ad7ffffff,1.0,430
869509adfffffff,5.0,430
869509b0fffffff,540.0,430
869509b27ffffff,262.0,430
869509b2fffffff,3.0,430
869509b47ffffff,72.0,430
869509b57ffffff,5487.0,430
869509b5fffffff,1175.0,430
869509b77ffffff,1.0,430
869509b87ffffff,2.0,430
869509b8fffffff,3.0,430
869509bafffffff,1.0,430
869509bb7ffffff,1.0,430
86950a407ffffff,986.0,384
86950a40fffffff,281.0,384
86950a417ffffff,550.0,384
86950a41fffffff,219.0,384
86950a427ffffff,194.0,384
86950a42fffffff,2.0,384
86950a437ffffff,228.0,384
86950a4a7ffffff,1.0,384
86950a4afffffff,853.0,384
86950a4f7ffffff,90.0,384
86950a50fffffff,944.0,384
86950a51fffffff,1.0,384
86950a557ffffff,372.0,384
86950a577ffffff,1.0,384
86950a7afffffff,1.0,384
86950c047ffffff,2931.0,414
86950c04fffffff,159.0,414
86950c057ffffff,918.0,414
86950c05fffffff,2669.0,414
86950c067ffffff,551.0,414
86950c06fffffff,2355.0,414
86950c077ffffff,123.0,414
86950c0c7ffffff,9.0,414
86950c0cfffffff,1473.0,414
86950c0d7ffffff,214.0,414
86950c0e7ffffff,3366.0,414
86950c0efffffff,5751.0,414
86950c217ffffff,4738.0,414
86950c227ffffff,24.0,414
86950c237ffffff,3037.0,414
86950c24fffffff,7315.0,417
86950c25fffffff,10448.0,417
86950c26fffffff,3173.0,417
86950c287ffffff,817.0,417
86950c297ffffff,98.0,417
86950c29fffffff,10694.0,417
86950c2a7ffffff,9.0,414
86950c2b7ffffff,20.0,414
86950c2cfffffff,1039.0,417
86950c2efffffff,1273.0,417
86950c307ffffff,285.0,414
86950c30fffffff,138.0,414
86950c317ffffff,773.0,414
86950c31fffffff,502.0,414
86950c327ffffff,344.0,414
86950c337ffffff,789.0,414
86950c367ffffff,1.0,414
86950c387ffffff,146.0,414
86950c38fffffff,1262.0,414
86950c397ffffff,4.0,414
86950c39fffffff,5.0,414
86950c3a7ffffff,1729.0,414
86950c3afffffff,1961.0,414
86950c3b7ffffff,2050.0,414
86950c667ffffff,833.0,417
86950c66fffffff,1159.0,417
86950c727ffffff,2.0,414
86950c74fffffff,353.0,417
86950c75fffffff,254.0,417
86950c767ffffff,1780.0,414
86950c76fffffff,36.0,414
86950c807ffffff,1178.0,414
86950c80fffffff,6219.0,414
86950c817ffffff,2.0,414
86950c827ffffff,4605.0,414
86950c82fffffff,3460.0,414
86950c837ffffff,1.0,414
86950c847ffffff,5443.0,414
86950c84fffffff,7868.0,414
86950c857ffffff,6764.0,414
86950c85fffffff,2333.0,414
86950c867ffffff,3251.0,414
86950c86fffffff,6756.0,414
86950c877ffffff,5168.0,414
86950c8efffffff,529.0,414
86950c90fffffff,3527.0,414
86950c92fffffff,3314.0,414
86950c947ffffff,2775.0,414
86950c94fffffff,786.0,414
86950c957ffffff,1923.0,414
86950c95fffffff,4800.0,414
86950c967ffffff,2607.0,414
86950c96fffffff,1527.0,414
86950c977ffffff,978.0,414
86950c98fffffff,1.0,414
86950c9afffffff,1.0,414
86950ca07ffffff,3530.0,414
86950ca0fffffff,1076.0,414
86950ca17ffffff,3.0,414
86950ca1fffffff,345.0,414
86950ca27ffffff,572.0,414
86950ca2fffffff,2093.0,414
86950ca37ffffff,1773.0,414
86950ca47ffffff,605.0,414
86950ca4fffffff,1.0,414
86950ca57ffffff,2.0,414
86950ca5fffffff,1.0,429
86950ca67ffffff,5438.0,414
86950ca6fffffff,1350.0,414
86950ca77ffffff,2531.0,414
86950ca8fffffff,1.0,414
86950ca97ffffff,566.0,414
86950ca9fffffff,687.0,414
86950cae7ffffff,2.0,414
86950caefffffff,1.0,414
86950caf7ffffff,1.0,414
86950cb07ffffff,5.0,414
86950cb0fffffff,2.0,414
86950cb17ffffff,3923.0,414
86950cb1fffffff,17.0,414
86950cb27ffffff,4397.0,414
86950cb2fffffff,1246.0,414
86950cb37ffffff,2712.0,414
86950cb47ffffff,7279.0,414
86950cb4fffffff,1831.0,414
86950cb57ffffff,6.0,414
86950cb5fffffff,9463.0,414
86950cb67ffffff,8728.0,414
86950cb6fffffff,3438.0,414
86950cb77ffffff,5381.0,414
86950cba7ffffff,6585.0,414
86950cbafffffff,2229.0,414
86950d007ffffff,2465.0,428
86950d00fffffff,1024.0,428
86950d017ffffff,2.0,428
86950d01fffffff,2027.0,428
86950d027ffffff,20.0,428
86950d02fffffff,3622.0,428
86950d037ffffff,11.0,428
86950d047ffffff,355.0,418
86950d04fffffff,1427.0,418
86950d057ffffff,7.0,418
86950d05fffffff,91.0,418
86950d067ffffff,124.0,418
86950d06fffffff,2480.0,418
86950d077ffffff,12.0,428
86950d087ffffff,25.0,415
86950d08fffffff,12.0,415
86950d09fffffff,6992.0,415
86950d0afffffff,25.0,415
86950d0c7ffffff,1714.0,415
86950d0cfffffff,2428.0,415
86950d0d7ffffff,5643.0,415
86950d0dfffffff,407.0,415
86950d0e7ffffff,2615.0,415
86950d0efffffff,331.0,415
86950d0f7ffffff,272.0,415
86950d107ffffff,479.0,428
86950d10fffffff,5995.0,428
86950d117ffffff,863.0,428
86950d11fffffff,457.0,428
86950d127ffffff,4678.0,428
86950d12fffffff,17492.0,428
86950d137ffffff,378.0,429
86950d147ffffff,2171.0,428
86950d14fffffff,468.0,428
86950d157ffffff,502.0,428
86950d15fffffff,752.0,428
86950d167ffffff,2.0,428
86950d16fffffff,1979.0,428
86950d177ffffff,4441.0,428
86950d187ffffff,473.0,428
86950d18fffffff,1.0,428
86950d197ffffff,78.0,428
86950d19fffffff,280.0,428
86950d1a7ffffff,561.0,428
86950d1afffffff,654.0,428
86950d1b7ffffff,1889.0,428
86950d287ffffff,6004.0,415
86950d28fffffff,4225.0,415
86950d297ffffff,30.0,415
86950d29fffffff,11538.0,415
86950d2a7ffffff,1333.0,415
86950d2afffffff,629.0,415
86950d2b7ffffff,106.0,415
86950d2d7ffffff,4.0,415
86950d387ffffff,468.0,415
86950d38fffffff,2903.0,415
86950d397ffffff,2068.0,415
86950d39fffffff,1454.0,415
86950d3a7ffffff,2000.0,418
86950d3b7ffffff,3303.0,418
86950d407ffffff,583.0,417
86950d40fffffff,359.0,417
86950d417ffffff,5240.0,417
86950d41fffffff,6296.0,417
86950d427ffffff,4924.0,417
86950d42fffffff,6128.0,417
86950d437ffffff,1067.0,417
86950d447ffffff,8277.0,426
86950d44fffffff,7179.0,426
86950d457ffffff,11028.0,417
86950d45fffffff,14979.0,426
86950d467ffffff,1235.0,417
86950d46fffffff,3340.0,415
86950d477ffffff,1396.0,417
86950d48fffffff,5004.0,416
86950d49fffffff,4864.0,416
86950d4c7ffffff,98966.0,426
86950d4cfffffff,10984.0,426
86950d4d7ffffff,12337.0,426
86950d4dfffffff,650.0,416
86950d4e7ffffff,3861.0,417
86950d4efffffff,17725.0,426
86950d4f7ffffff,488.0,417
86950d507ffffff,225.0,417
86950d517ffffff,12.0,417
86950d51fffffff,168.0,417
86950d527ffffff,1601.0,428
86950d52fffffff,2017.0,428
86950d537ffffff,1611.0,417
86950d547ffffff,3212.0,428
86950d54fffffff,1195.0,417
86950d557ffffff,3118.0,417
86950d55fffffff,13130.0,417
86950d567ffffff,12329.0,428
86950d56fffffff,2423.0,428
86950d577ffffff,6062.0,428
86950d587ffffff,3345.0,417
86950d58fffffff,1639.0,417
86950d597ffffff,1112.0,417
86950d5a7ffffff,5053.0,417
86950d5afffffff,9059.0,417
86950d5b7ffffff,284.0,417
86950d607ffffff,5679.0,415
86950d60fffffff,1.0,415
86950d617ffffff,7124.0,415
86950d627ffffff,747.0,415
86950d62fffffff,3196.0,415
86950d637ffffff,2517.0,415
86950d647ffffff,2032.0,415
86950d64fffffff,1444.0,415
86950d657ffffff,2166.0,415
86950d667ffffff,19.0,415
86950d66fffffff,4408.0,415
86950d677ffffff,5499.0,415
86950d687ffffff,799.0,415
86950d68fffffff,298.0,415
86950d697ffffff,874.0,415
86950d69fffffff,1381.0,415
86950d6a7ffffff,22290.0,415
86950d6afffffff,5415.0,415
86950d6b7ffffff,72.0,416
86950d707ffffff,9.0,415
86950d70fffffff,4.0,415
86950d71fffffff,16.0,415
86950d727ffffff,1370.0,415
86950d72fffffff,3.0,415
86950d737ffffff,820.0,415
86950d747ffffff,16.0,415
86950d74fffffff,10.0,415
86950d757ffffff,7.0,415
86950d75fffffff,16.0,415
86950d767ffffff,3614.0,415
86950d76fffffff,12.0,415
86950d777ffffff,365.0,415
86950d787ffffff,3219.0,415
86950d78fffffff,3930.0,415
86950d797ffffff,9130.0,416
86950d79fffffff,1074.0,415
86950d7a7ffffff,401.0,426
86950d7afffffff,11.0,415
86950d7b7ffffff,932.0,426
86950d807ffffff,2043.0,429
86950d80fffffff,3516.0,428
86950d817ffffff,2355.0,429
86950d81fffffff,780.0,429
86950d82fffffff,2.0,428
86950d84fffffff,887.0,428
86950d857ffffff,444.0,428
86950d867ffffff,1092.0,428
86950d877ffffff,7655.0,428
86950d887ffffff,1392.0,429
86950d88fffffff,4415.0,428
86950d897ffffff,7893.0,429
86950d89fffffff,4887.0,429
86950d8a7ffffff,8720.0,429
86950d8afffffff,4404.0,429
86950d8b7ffffff,5619.0,429
86950d8c7ffffff,9128.0,428
86950d8cfffffff,113.0,428
86950d8d7ffffff,8463.0,428
86950d8dfffffff,39472.0,428
86950d8e7ffffff,3281.0,428
86950d8efffffff,3280.0,428
86950d8f7ffffff,272.0,428
86950d907ffffff,1.0,424
86950d927ffffff,648.0,424
86950d947ffffff,457.0,424
86950d94fffffff,1916.0,424
86950d95fffffff,277.0,428
86950d967ffffff,1086.0,424
86950d96fffffff,404.0,424
86950d987ffffff,14.0,429
86950d98fffffff,21.0,429
86950d997ffffff,12.0,429
86950d99fffffff,536.0,429
86950d9a7ffffff,1.0,429
86950d9b7ffffff,653.0,429
86950da07ffffff,2200.0,418
86950da0fffffff,417.0,418
86950da17ffffff,3706.0,418
86950da1fffffff,68.0,418
86950da27ffffff,253.0,418
86950da2fffffff,4078.0,418
86950da37ffffff,18.0,418
86950da47ffffff,185.0,418
86950da4fffffff,2495.0,418
86950da57ffffff,65.0,418
86950da5fffffff,7305.0,418
86950da67ffffff,40.0,418
86950da6fffffff,994.0,418
86950da77ffffff,451.0,418
86950da87ffffff,8.0,418
86950da8fffffff,229.0,418
86950da97ffffff,9.0,418
86950da9fffffff,2246.0,418
86950daa7ffffff,1.0,418
86950daafffffff,2310.0,418
86950dab7ffffff,9.0,428
86950dac7ffffff,381.0,418
86950dacfffffff,1313.0,418
86950dae7ffffff,355.0,418
86950daefffffff,3687.0,418
86950daf7ffffff,34.0,418
86950db07ffffff,8.0,418
86950db0fffffff,2.0,418
86950db17ffffff,507.0,428
86950db1fffffff,11.0,418
86950db27ffffff,2779.0,418
86950db2fffffff,4.0,418
86950db37ffffff,846.0,418
86950db47ffffff,2.0,418
86950db57ffffff,302.0,418
